NIN,Age,State_of_Origin,Gender,NIN_Linkage_Count,Login_Frequency,Geographic_Velocity,Device_Reputation_Score,Sector_Conflict_Flag,Failed_Auth_Attempts,Access_Hour,BVN_Status,NHIA_Status,JAMB_Status,FRSC_Status,Voter_ID_Status,Age_Consistency_Score,Name_Mismatch_Flag,Sector_Access_Frequency,Anomaly_Flag
55374126166,29,Kebbi,M,5,2,17.7808,0.6734,0,1,20,1,1,1,1,1,0.8423,0,15,0
95568051546,65,Kano,M,5,3,64.7117,0.8309,0,1,21,1,1,1,1,1,0.7706,0,9,0
32192046926,69,Abia,M,4,4,41.8942,0.7402,0,2,6,1,1,0,1,1,0.8332,0,3,0
34863158371,40,Niger,F,5,2,47.0728,0.8225,0,2,20,1,1,1,1,1,0.7831,0,4,0
67192828137,47,Osun,M,4,2,69.9193,0.8725,0,1,16,1,1,0,1,1,0.7561,0,10,0
94812114459,18,Nasarawa,F,2,1,3.928,0.9141,0,2,20,1,1,0,0,0,0.8239,0,12,0
12850265936,53,Delta,F,4,2,75.1012,0.8648,0,0,9,1,1,0,1,1,0.9114,0,3,0
34696893611,18,Kano,F,3,4,36.7223,0.5963,0,0,13,1,0,1,0,1,0.8942,0,15,0
60000310860,18,Oyo,F,4,2,13.1918,0.7633,0,1,21,1,1,1,0,1,0.7606,0,1,0
90759733834,69,Sokoto,F,3,2,541.2349,0.1756,1,6,16,1,0,0,1,1,0.3142,0,15,1
17079812327,79,Benue,M,3,1,29.6286,0.7632,0,2,22,1,0,0,1,1,0.957,0,3,0
94029295856,69,Enugu,M,4,3,14.2648,0.966,0,0,6,1,1,1,1,0,0.8342,0,2,0
25031636971,30,Taraba,F,3,4,32.9183,0.7076,0,2,11,1,0,1,1,0,0.9858,0,6,0
51226960109,30,Ogun,M,3,2,69.9539,0.6609,0,0,22,1,0,0,1,1,0.7798,0,5,0
21404016810,36,Bayelsa,F,3,1,61.8086,0.8234,0,1,21,1,0,0,1,1,0.9623,0,6,0
95838651360,43,Plateau,F,4,5,61.0458,0.9263,0,2,11,1,1,0,1,1,0.9175,0,12,0
60674122106,72,Bayelsa,M,3,3,31.8014,0.9792,0,2,10,1,0,0,1,1,0.7951,0,13,0
48790436347,59,Kano,M,3,2,22.8153,0.6857,0,1,14,1,1,0,1,0,0.9747,0,13,0
71126043227,65,Abia,F,3,28,48.7041,0.0317,0,18,19,0,0,1,1,1,0.5031,0,10,1
35332749234,72,Kano,M,4,4,24.3428,0.8692,0,1,6,1,1,0,1,1,0.876,0,9,0
94108066849,33,Jigawa,M,3,2,48.5119,0.6487,0,2,6,1,1,0,0,1,0.9461,0,11,0
94714267456,37,Zamfara,F,3,3,31.9947,0.5675,0,0,8,1,0,0,1,1,0.8372,0,6,0
15693900987,74,Anambra,F,2,1,44.4559,0.9655,0,1,11,0,0,0,1,1,0.8355,0,15,0
13114221573,32,Ogun,M,5,3,51.0619,0.8837,0,1,10,1,1,1,1,1,0.8516,0,12,0
72155907400,28,Lagos,M,5,3,34.5257,0.8048,0,0,17,1,1,1,1,1,0.8289,0,3,0
17521127609,68,Enugu,F,3,1,37.7815,0.7426,0,2,17,1,1,0,0,1,0.7921,0,9,0
86838503533,80,Abia,F,4,5,67.6415,0.7032,0,1,9,1,1,1,0,1,0.9964,0,14,0
93663059253,34,Kaduna,F,4,5,51.391,0.7485,0,0,15,1,1,1,0,1,0.7848,0,15,0
39025794445,57,Plateau,M,3,2,22.3008,0.663,0,0,9,1,1,0,0,1,0.9347,0,10,0
48288925243,54,Ekiti,M,2,3,57.1142,0.9094,0,0,20,1,0,0,0,1,0.8281,0,14,0
46245287597,71,Oyo,F,1,1,7.6612,0.7576,0,1,6,0,0,0,0,1,0.9851,0,8,0
53053747126,23,Ogun,M,4,2,41.3186,0.5533,0,2,15,1,1,1,0,1,0.8226,0,8,0
37484429180,20,Bayelsa,M,3,2,72.2996,0.6997,0,1,20,1,0,1,0,1,0.7621,0,15,0
47436568057,33,Jigawa,F,3,4,30.2792,0.6868,0,1,19,0,0,1,1,1,0.961,0,14,0
78074550792,51,Enugu,F,2,3,57.7609,0.6198,0,0,8,1,1,0,0,0,0.9801,0,7,0
25394801852,55,Sokoto,M,4,4,42.7457,0.6754,0,1,12,1,1,0,1,1,0.8524,0,1,0
68946000289,44,Sokoto,M,2,4,48.8479,0.6137,0,0,19,0,0,1,0,1,0.8709,0,3,0
24441534916,66,Adamawa,M,2,1,20.9794,0.5693,0,1,18,1,0,0,0,1,0.9078,0,10,0
38241139659,60,Niger,F,4,5,73.8571,0.6296,0,2,15,1,1,0,1,1,0.984,0,2,0
39738253898,38,Gombe,M,1,2,35.8993,0.7907,0,1,18,1,0,0,0,0,0.8329,0,1,0
88371443854,70,Adamawa,F,2,2,63.8755,0.9716,0,1,6,1,1,0,0,0,0.8049,0,7,0
50280482202,66,Jigawa,M,4,5,8.5903,0.8238,0,0,22,1,1,0,1,1,0.8744,0,14,0
28614048667,54,Gombe,F,3,2,31.2305,0.735,0,2,9,1,1,0,0,1,0.7528,0,5,0
75137202593,45,Niger,M,3,3,25.1899,0.6979,0,2,9,1,0,0,1,1,0.7779,0,2,0
38602861635,20,FCT,F,5,1,4.8266,0.7679,0,0,12,1,1,1,1,1,0.763,0,2,0
28612438461,22,Taraba,F,4,4,60.1594,0.8342,0,0,12,1,1,1,1,0,0.9618,0,2,0
61739616772,48,Enugu,F,4,1,7.7216,0.6479,0,2,14,1,1,0,1,1,0.8637,0,7,0
65098129020,36,Benue,M,3,4,14.6009,0.5562,0,2,20,1,1,0,0,1,0.9858,0,1,0
16746139837,22,Zamfara,M,2,15,3.7574,0.6981,0,1,23,1,0,1,0,0,0.8141,0,33,1
77250197982,22,Kano,M,3,4,16.7661,0.8131,0,0,20,1,1,0,0,1,0.9164,0,10,0
29107312580,80,Bauchi,F,4,6,92.801,0.4174,1,3,9,1,1,1,0,1,0.0062,1,15,1
43228420530,33,Niger,M,4,2,17.3893,0.9241,0,0,10,1,1,1,1,0,0.8369,0,3,0
73216648507,35,Ekiti,M,4,3,79.1299,0.7637,0,0,9,1,0,1,1,1,0.8363,0,9,0
32661666634,41,Yobe,M,4,1,18.1803,0.901,0,2,7,1,1,0,1,1,0.9791,0,10,0
39708975891,39,Gombe,M,3,3,48.0188,0.7526,0,0,11,1,1,0,1,0,0.8914,0,13,0
96705707196,60,Kogi,F,4,3,78.492,0.7278,0,0,20,1,1,1,1,0,0.8307,0,5,0
27219380565,39,Ogun,M,3,4,37.3763,0.8256,0,2,16,1,0,0,1,1,0.7604,0,2,0
12655540669,63,Imo,M,2,5,76.6897,0.9241,0,2,18,0,0,0,1,1,0.8191,0,2,0
41744555497,74,Enugu,F,4,3,71.4896,0.5919,0,0,7,1,1,0,1,1,0.8309,0,6,0
26264329783,53,Jigawa,F,3,5,29.7048,0.9539,0,1,12,1,1,0,0,1,0.8438,0,11,0
42457214143,57,Rivers,F,3,1,24.1608,0.7468,0,1,19,1,1,0,1,0,0.9581,0,6,0
15223253692,48,Abia,M,5,1,38.3969,0.9827,0,0,11,1,1,1,1,1,0.9514,0,6,0
90277441333,53,Kebbi,F,3,2,47.5042,0.7723,0,0,14,1,0,0,1,1,0.9897,0,10,0
98365344003,44,Sokoto,F,4,1,68.0237,0.8772,0,1,21,1,1,0,1,1,0.9531,0,3,0
14962256469,64,Nasarawa,F,1,3,34.0269,0.7696,0,0,16,0,0,0,0,1,0.9025,0,1,0
65426128019,49,Rivers,M,3,3,589.6594,0.1782,0,12,18,0,1,0,1,1,0.2709,0,5,1
44140635285,24,Edo,M,3,2,38.0753,0.6735,0,0,21,1,0,1,0,1,0.8536,0,3,0
69704246771,38,Anambra,M,2,1,29.0387,0.924,0,2,12,1,0,0,0,1,0.9906,0,9,0
42094554142,76,Akwa Ibom,M,3,2,71.6062,0.8169,0,2,17,1,1,0,0,1,0.8992,0,14,0
49131958515,57,Gombe,M,4,1,31.4485,0.8719,0,0,18,1,1,0,1,1,0.8003,0,6,0
60687567213,28,Ondo,M,4,4,42.538,0.8137,0,1,12,1,0,1,1,1,0.774,0,5,0
99432826645,69,Bayelsa,F,3,1,47.648,0.6945,0,0,18,1,0,0,1,1,0.8606,0,13,0
57263312772,41,Osun,M,2,3,7.9988,0.9184,0,2,17,1,0,0,0,1,0.8409,0,12,0
73292208152,47,Cross River,M,2,3,24.6523,0.5584,0,2,11,0,0,0,1,1,0.8933,0,15,0
40290755544,19,Nasarawa,F,3,1,44.9474,0.6581,0,1,10,1,1,1,0,0,0.9509,0,2,0
94695199887,69,Ekiti,M,3,1,21.8338,0.7024,0,0,20,1,1,0,0,1,0.9541,0,13,0
19130767174,31,Rivers,M,4,5,45.1571,0.812,0,0,22,1,1,1,0,1,0.9698,0,9,0
39415505568,29,Borno,M,5,3,76.4816,0.595,0,0,19,1,1,1,1,1,0.9828,0,11,0
51466881456,78,Yobe,M,4,1,9.2519,0.9284,0,1,18,1,1,0,1,1,0.8755,0,1,0
81234305859,80,Bayelsa,F,4,5,14.6034,0.7414,0,1,19,1,1,0,1,1,0.7551,0,14,0
25510470123,65,Benue,F,1,3,51.583,0.7037,0,0,21,0,0,0,1,0,0.9466,0,12,0
41543446684,75,Taraba,F,2,5,20.2852,0.986,0,2,10,1,1,0,0,0,0.8479,0,11,0
78857828186,42,Zamfara,M,3,5,68.0777,0.9981,0,0,6,1,1,0,0,1,0.7925,0,4,0
85499343104,80,Plateau,F,4,4,13.6237,0.5656,0,2,22,1,1,0,1,1,0.7932,0,10,0
41162811054,40,Kebbi,M,3,4,58.7691,0.8138,0,1,16,1,0,1,0,1,0.7753,0,12,0
28557668665,61,Nasarawa,M,4,1,62.061,0.7814,0,1,12,1,1,0,1,1,0.9337,0,1,0
30687801214,50,Ogun,M,3,3,9.3984,0.8745,0,1,21,1,0,0,1,1,0.9636,0,11,0
89372324163,29,Yobe,F,3,3,738.5523,0.1765,1,8,4,1,0,1,0,1,0.4387,1,25,1
19710524700,18,FCT,F,3,1,3.5317,0.9264,0,2,8,1,0,1,0,1,0.7696,0,9,0
75578303860,46,FCT,F,3,1,64.2219,0.8521,0,1,12,1,0,0,1,1,0.9289,0,3,0
26925861966,59,Kogi,M,4,1,9.8387,0.5971,0,2,12,1,1,0,1,1,0.9694,0,14,0
19942099939,46,Yobe,M,3,18,76.4503,0.8146,0,0,4,0,1,0,1,1,0.7934,0,34,1
35230716716,79,Yobe,F,2,4,45.6235,0.8295,0,0,18,0,1,0,0,1,0.892,0,15,0
82985886488,22,Oyo,M,3,5,21.4334,0.6466,0,1,21,1,0,1,1,0,0.8644,0,11,0
61991317360,46,Sokoto,M,5,2,5.1768,0.9888,0,1,12,1,1,1,1,1,0.8987,0,7,0
62093378187,32,Niger,M,4,5,21.3619,0.7364,0,2,21,1,1,1,0,1,0.8975,0,11,0
42573211237,74,Cross River,M,4,4,46.1788,0.8237,0,1,6,1,1,0,1,1,0.7772,0,6,0
45117961975,48,Akwa Ibom,F,3,2,41.9885,0.9482,0,2,15,1,1,0,1,0,0.9403,0,8,0
67962803997,70,Abia,F,3,3,26.2973,0.7856,0,0,22,1,1,0,1,0,0.7565,0,9,0
66669342644,77,Delta,M,1,4,75.959,0.7865,0,0,6,1,0,0,0,0,0.9937,0,13,0
76699173127,41,Sokoto,M,5,4,38.3224,0.82,0,2,21,1,1,1,1,1,0.9621,0,8,0
90314936747,66,Edo,F,3,1,67.4784,0.7659,0,2,20,1,0,0,1,1,0.9853,0,4,0
60519865941,63,Anambra,F,3,5,72.1307,0.6477,0,1,10,0,1,0,1,1,0.9312,0,14,0
57597281179,51,Nasarawa,M,4,2,12.4975,0.5794,0,0,20,1,1,0,1,1,0.8888,0,1,0
93156113619,37,Lagos,M,3,3,33.7819,0.7409,0,1,8,1,0,0,1,1,0.904,0,2,0
92442762814,72,Bauchi,F,4,2,33.1393,0.613,0,1,11,1,1,1,0,1,0.9334,0,8,0
95672620414,61,Kano,F,4,5,74.0292,0.9265,0,1,7,1,1,0,1,1,0.9012,0,7,0
24162935203,63,Imo,F,4,3,33.3268,0.7431,0,0,9,1,0,1,1,1,0.816,0,14,0
82844914385,70,Imo,F,4,1,14.7879,0.9386,0,1,9,1,1,0,1,1,0.993,0,12,0
63615765068,59,FCT,M,3,2,72.7585,0.7206,0,2,12,0,1,0,1,1,0.8917,0,11,0
62300322394,80,Taraba,M,4,6,28.423,0.7429,1,0,5,1,0,1,1,1,0.3488,1,15,1
67531373544,43,Enugu,F,1,5,68.5498,0.629,0,2,21,0,1,0,0,0,0.7544,0,15,0
51170351089,44,FCT,F,4,4,37.6598,0.7617,0,0,16,1,1,0,1,1,0.8664,0,7,0
34292781841,30,Taraba,F,4,5,26.2937,0.7474,0,2,8,1,1,1,1,0,0.9633,0,14,0
58851988284,75,Nasarawa,M,4,3,60.5016,0.7116,0,1,13,1,1,0,1,1,0.8779,0,8,0
30353798547,42,Osun,M,3,1,29.3488,0.941,0,0,11,1,1,0,0,1,0.9576,0,14,0
82075032314,48,Delta,F,2,4,33.7564,0.8445,0,2,17,0,1,0,1,0,0.8832,0,11,0
33376368057,33,Kaduna,F,5,2,36.1552,0.6574,0,0,15,1,1,1,1,1,0.883,0,4,0
82465097926,70,Ondo,F,4,1,4.7045,0.6261,0,2,19,1,1,0,1,1,0.8663,0,2,0
87111706161,33,Rivers,M,5,5,11.9048,0.6843,0,1,13,1,1,1,1,1,0.8811,0,8,0
99102483500,63,Sokoto,M,3,4,56.4326,0.8416,0,0,21,1,1,0,1,0,0.8098,0,13,0
80625897427,51,Imo,M,3,10,2335.3567,0.5623,1,0,3,1,0,0,1,1,0.4884,0,17,1
55119690248,38,Kogi,F,4,1,67.2815,0.7739,0,2,8,1,1,0,1,1,0.9193,0,6,0
31290715488,53,Adamawa,F,3,2,67.7505,0.9023,0,0,11,1,1,0,0,1,0.9545,0,13,0
85333497332,22,Benue,F,4,3,70.671,0.5974,0,1,21,1,1,0,1,1,0.95,0,15,0
99154651358,69,Ekiti,M,3,5,35.9119,0.9155,0,2,13,1,1,1,0,0,0.8837,0,13,0
56409294301,38,Bayelsa,M,4,5,22.06,0.6115,0,1,7,1,1,0,1,1,0.8098,0,14,0
38175649977,40,Katsina,F,5,5,74.0099,0.9336,0,2,18,1,1,1,1,1,0.8532,0,14,0
41755110482,41,Anambra,M,2,4,43.7896,0.5713,0,1,21,0,0,0,1,1,0.9599,0,13,0
69869046765,56,Anambra,F,3,5,12.4644,0.8485,0,1,21,1,0,0,1,1,0.8128,0,4,0
81310406609,77,Jigawa,M,1,1,72.0804,0.8595,0,1,16,1,0,0,0,0,0.837,0,7,0
66843493535,68,Sokoto,F,3,1,14.7709,0.8974,0,2,8,1,1,0,0,1,0.8421,0,4,0
73928771071,67,Akwa Ibom,F,4,2,19.7526,0.8888,0,1,13,1,1,0,1,1,0.896,0,2,0
77299434532,24,Osun,F,3,3,57.81,0.6873,0,1,13,1,0,1,1,0,0.7699,0,2,0
43334366548,30,Abia,M,4,5,48.4378,0.8184,0,1,9,1,1,1,1,0,0.9933,0,1,0
52865195994,55,Bauchi,M,4,1,10.6884,0.8597,0,1,6,1,1,1,0,1,0.9535,0,6,0
30599245831,56,Kano,M,3,4,6.846,0.772,0,0,10,1,0,0,1,1,0.8879,0,3,0
94589560784,43,Bauchi,M,3,2,1285.5983,0.2886,0,8,21,1,1,0,1,0,0.2944,0,15,1
41319095677,76,Enugu,F,3,3,4.7465,0.8182,0,2,10,1,0,0,1,1,0.9119,0,3,0
41471855235,61,FCT,F,3,23,3.5955,0.1851,0,18,13,1,0,0,1,1,0.7094,0,13,1
27684155186,70,Katsina,M,2,3,79.7208,0.7659,0,0,15,0,1,0,0,1,0.9664,0,1,0
57223314108,18,Gombe,F,4,4,24.2769,0.5561,0,1,9,1,1,1,0,1,0.8857,0,12,0
44001004248,27,Ogun,F,3,5,38.7403,0.8667,0,1,20,0,1,0,1,1,0.9344,0,8,0
82608129524,29,Kwara,F,3,2,25.5308,0.9099,0,2,17,1,1,0,0,1,0.9787,0,10,0
46213029128,79,Katsina,F,3,2,36.9237,0.7912,0,2,16,1,1,0,0,1,0.8063,0,4,0
98766857751,44,Ondo,M,3,5,3.3626,0.8945,0,0,9,1,1,0,1,0,0.761,0,15,0
71551564617,32,Oyo,M,4,4,48.2768,0.7418,0,0,14,1,1,1,1,0,0.7986,0,1,0
21194976937,72,Katsina,F,4,4,50.1582,0.5726,0,1,13,1,1,0,1,1,0.9094,0,5,0
99375788713,63,Lagos,F,3,5,57.5934,0.7985,0,1,10,1,1,0,1,0,0.9966,0,14,0
47902449379,58,Benue,M,5,2,67.4659,0.8292,0,2,17,1,1,1,1,1,0.9936,0,12,0
39637249874,25,Adamawa,F,2,1,28.9752,0.7451,0,2,21,1,0,1,0,0,0.8961,0,8,0
87362560165,43,Sokoto,F,4,3,28.0672,0.7633,0,2,16,1,1,0,1,1,0.7764,0,8,0
11268386576,47,Kwara,F,2,4,78.0571,0.9591,0,0,16,1,0,0,1,0,0.9048,0,3,0
37206756334,30,Plateau,F,4,2,64.068,0.8203,0,0,16,1,1,0,1,1,0.82,0,9,0
72822138399,40,Kogi,M,3,5,15.1095,0.0105,0,4,7,1,1,0,1,0,0.7468,1,9,1
53013541075,74,Akwa Ibom,F,3,2,13.2032,0.7224,0,2,6,1,1,0,0,1,0.9232,0,10,0
82044584025,54,Ekiti,M,3,1,54.9613,0.8902,0,2,22,1,0,0,1,1,0.8437,0,3,0
44749433049,28,Kogi,M,5,4,64.7471,0.8399,0,0,9,1,1,1,1,1,0.9218,0,6,0
41406852616,66,Ebonyi,F,2,23,98.8381,0.0502,0,11,5,1,0,0,1,0,0.6909,0,12,1
66476235669,50,Enugu,F,4,1,1.1182,0.609,0,0,10,1,1,0,1,1,0.7509,0,10,0
53326444718,26,Ekiti,F,5,4,58.5528,0.6794,0,2,8,1,1,1,1,1,0.7949,0,9,0
58502219588,57,Ondo,M,4,4,19.6223,0.5829,0,1,11,1,1,0,1,1,0.791,0,6,0
73378433431,77,FCT,M,2,5,56.8011,0.7466,0,2,9,0,1,0,0,1,0.8753,0,14,0
43069046062,40,Bauchi,M,3,1,55.2768,0.7074,0,2,12,1,0,0,1,1,0.977,0,15,0
44191330200,30,Bauchi,M,5,9,1793.6677,0.7887,1,2,22,1,1,1,1,1,0.8874,0,1,1
72363983541,41,Oyo,M,3,4,13.2573,0.7523,0,2,13,1,0,0,1,1,0.8489,0,2,0
80701435032,50,Anambra,F,3,5,30.164,0.9092,0,1,9,0,1,1,0,1,0.9959,0,5,0
72258369832,33,Cross River,M,2,1,22.6197,0.5884,0,0,10,0,1,1,0,0,0.8201,0,11,0
13633858405,22,Rivers,M,3,4,44.4927,0.5567,0,2,13,1,1,1,0,0,0.844,0,2,0
97294100258,48,Benue,M,4,4,49.0234,0.8677,0,2,11,1,1,1,1,0,0.9129,0,9,0
56830463604,53,Nasarawa,F,1,5,41.9587,0.7678,0,2,21,0,0,0,0,1,0.8007,0,13,0
39286743498,30,Bauchi,M,4,4,53.5347,0.6976,0,2,8,1,1,0,1,1,0.9038,0,13,0
48739930674,28,Plateau,F,4,1,3.7574,0.5631,0,2,10,1,0,1,1,1,0.836,0,10,0
44134043669,34,Yobe,M,4,5,7.2227,0.8505,0,1,9,1,1,1,0,1,0.9885,0,5,0
70154716998,78,Jigawa,F,2,4,9.3966,0.8742,0,0,8,1,0,0,0,1,0.9991,0,1,0
41637742098,73,Benue,M,2,1,29.8703,0.7712,0,1,18,1,0,0,1,0,0.8026,0,1,0
77829985641,41,Kwara,M,3,3,73.9103,0.7716,0,2,17,1,0,0,1,1,0.9294,0,3,0
43520576719,39,FCT,F,4,3,74.5843,0.8732,0,0,22,1,1,1,0,1,0.9341,0,4,0
42444875025,71,Ekiti,M,4,4,2.8716,0.7165,0,0,13,1,1,0,1,1,0.8908,0,6,0
72034432307,19,Abia,F,4,1,37.5705,0.771,0,0,6,1,1,1,0,1,0.945,0,2,0
53015601005,42,Adamawa,M,1,4,30.35,0.991,0,2,10,1,0,0,0,0,0.8405,0,6,0
75256536088,42,Ekiti,F,3,3,76.4501,0.732,0,1,19,1,1,0,0,1,0.7861,0,11,0
79533956078,28,Ogun,F,3,5,38.7567,0.7965,0,2,21,1,1,0,0,1,0.7537,0,12,0
70987162023,21,Nasarawa,M,3,2,69.8026,0.6907,0,1,6,1,1,0,0,1,0.8801,0,3,0
58276100328,56,Cross River,F,4,2,41.5638,0.8576,0,0,9,1,1,1,1,0,0.8317,0,14,0
58073463381,67,Taraba,F,1,3,65.1183,0.5575,0,2,16,0,0,0,1,0,0.8902,0,4,0
42346698655,66,Abia,F,4,3,28.7258,0.6967,0,2,19,1,0,1,1,1,0.8704,0,13,0
86270125814,18,Lagos,F,4,5,34.8625,0.6797,0,2,7,1,1,1,0,1,0.7624,0,6,0
76452115795,54,Abia,F,3,1,78.3915,0.8614,0,0,16,1,1,0,1,0,0.8751,0,1,0
60988942222,60,Abia,F,2,1,70.0058,0.5898,0,1,9,0,0,1,1,0,0.981,0,1,0
29391478601,73,Ekiti,M,3,5,24.9277,0.9294,0,1,15,1,1,0,1,0,0.7963,0,5,0
62807499775,76,Oyo,M,4,5,701.8348,0.0954,0,12,12,1,1,0,1,1,0.1223,0,16,1
29338825420,18,Katsina,F,3,3,73.2199,0.6451,0,0,9,1,0,1,0,1,0.9758,0,6,0
30506803145,50,Adamawa,M,3,5,67.5763,0.6399,0,0,9,1,1,0,1,0,0.8835,0,14,0
39579272063,68,Zamfara,M,4,1,2.0832,0.9288,0,1,21,1,1,0,1,1,0.9117,0,6,0
31899513102,46,Osun,F,4,5,71.3518,0.7987,0,0,13,1,1,1,1,0,0.9729,0,2,0
26791136821,39,Taraba,F,2,2,64.1658,0.8407,0,0,15,0,0,0,1,1,0.9004,0,1,0
66029791238,59,Ebonyi,M,5,3,73.5703,0.763,0,1,18,1,1,1,1,1,0.9754,0,6,0
95871209806,40,Abia,F,2,3,61.7434,0.596,0,1,12,1,0,0,1,0,0.9626,0,3,0
79176253582,63,Akwa Ibom,M,1,5,79.5204,0.8538,0,0,6,0,0,0,1,0,0.8509,0,6,0
17980274567,38,Akwa Ibom,M,3,2,76.2193,0.7153,0,0,18,1,1,0,0,1,0.9949,0,1,0
53108824867,38,Kaduna,F,3,1,48.9111,0.8137,0,1,12,1,1,0,1,0,0.7593,0,15,0
90963663510,28,Delta,F,5,3,38.6134,0.6605,0,0,17,1,1,1,1,1,0.9636,0,1,0
16087305331,18,Gombe,M,1,5,36.0775,0.9282,0,1,8,0,1,0,0,0,0.8692,0,10,0
27334462657,26,Abia,M,3,5,72.8848,0.8616,0,2,21,1,0,1,0,1,0.9654,0,12,0
79685171431,65,Ekiti,F,4,1,48.7405,0.9275,0,0,15,1,0,1,1,1,0.808,0,10,0
57914298272,39,Edo,F,4,4,32.3081,0.7239,0,2,15,1,1,0,1,1,0.8121,0,11,0
19132657330,26,Anambra,F,4,5,45.6823,0.5704,0,2,20,1,1,0,1,1,0.9045,0,14,0
33843422066,52,Nasarawa,F,2,4,64.5171,0.7804,0,1,16,1,0,1,0,0,0.8134,0,1,0
82683704555,62,Imo,F,3,3,13.0663,0.6106,0,1,19,1,1,0,1,0,0.905,0,15,0
16603189029,74,Osun,F,2,5,10.4201,0.7156,0,2,6,1,0,0,0,1,0.9753,0,12,0
94985219159,46,Kano,F,1,5,35.15,0.6584,0,0,8,0,0,0,0,1,0.8278,0,1,0
63383018829,41,Borno,M,2,5,76.6889,0.6774,0,1,18,1,0,0,0,1,0.9174,0,2,0
19312358537,65,Adamawa,M,2,1,79.2287,0.615,0,1,19,0,1,0,0,1,0.8338,0,11,0
89622484836,37,Taraba,F,4,1,42.1712,0.8156,0,2,10,1,1,0,1,1,0.7939,0,8,0
53591122331,60,Kaduna,F,3,1,17.0281,0.9249,0,2,15,1,0,0,1,1,0.9081,0,3,0
53353473485,44,Nasarawa,M,3,2,29.9664,0.8764,0,0,15,1,0,0,1,1,0.8169,0,6,0
67772012930,75,Enugu,M,2,5,8.6541,0.7583,0,1,21,0,0,1,0,1,0.8426,0,9,0
90716633621,44,Oyo,M,3,4,16.5665,0.7877,0,2,17,1,1,0,0,1,0.9114,0,15,0
48537780629,32,Zamfara,F,4,1,3.1671,0.7273,0,2,14,1,0,1,1,1,0.9275,0,1,0
96739901304,67,Kano,F,3,2,12.5276,0.7396,0,0,16,1,0,0,1,1,0.8594,0,9,0
27365299282,54,Cross River,M,2,1,22.9861,0.7894,0,2,20,1,0,0,0,1,0.9656,0,9,0
58121814850,20,Taraba,M,5,4,31.2007,0.5647,0,0,11,1,1,1,1,1,0.8343,0,13,0
16251449975,48,Delta,M,4,5,61.7141,0.9742,0,2,9,1,1,0,1,1,0.8664,0,15,0
29474577681,20,Gombe,F,2,5,27.9623,0.8581,0,0,14,1,0,0,1,0,0.9313,0,14,0
94648372361,72,Sokoto,F,3,1,20.1432,0.5715,0,1,10,0,1,0,1,1,0.8433,0,14,0
42954339981,37,Bauchi,M,2,5,49.8458,0.9021,0,1,19,1,0,0,0,1,0.8852,0,13,0
79070414201,55,Taraba,M,3,2,15.8225,0.9295,0,1,19,1,0,0,1,1,0.9647,0,14,0
27194936657,46,Ebonyi,M,3,5,23.2163,0.6108,0,0,7,1,0,0,1,1,0.8165,0,10,0
21567970813,65,Cross River,F,3,2,37.9551,0.7955,0,1,17,1,1,0,0,1,0.7516,0,10,0
54065647977,39,Plateau,M,3,5,8.1749,0.7619,0,2,20,1,1,0,0,1,0.9953,0,7,0
30012531591,34,Borno,F,5,4,32.3401,0.5916,0,2,7,1,1,1,1,1,0.9551,0,3,0
63434085738,44,Katsina,M,3,5,50.1633,0.7319,0,2,10,1,1,0,0,1,0.8993,0,2,0
72214157279,24,Enugu,M,3,4,36.2285,0.7136,0,2,18,1,1,0,0,1,0.8911,0,2,0
48875364083,37,Osun,M,3,1,36.4727,0.9216,0,0,16,0,1,0,1,1,0.8954,0,10,0
46944636257,40,Lagos,M,3,1,56.8692,0.849,0,2,20,0,1,0,1,1,0.9691,0,7,0
13354991465,39,Benue,M,1,4,58.3444,0.9144,0,2,21,1,0,0,0,0,0.8451,0,13,0
10253031319,41,Plateau,F,2,5,64.5001,0.8905,0,1,10,1,0,0,0,1,0.8411,0,4,0
32200385465,62,Benue,F,3,4,8.6176,0.6742,0,2,14,1,0,0,1,1,0.9726,0,1,0
93856164601,27,Benue,M,4,5,6.4361,0.5727,0,2,12,1,1,1,0,1,0.9253,0,3,0
53391161450,54,Sokoto,F,2,2,76.2335,0.7519,0,2,11,1,0,0,0,1,0.946,0,5,0
70052262426,52,Abia,F,3,1,32.2393,0.6155,0,0,17,0,1,0,1,1,0.9075,0,11,0
75844889455,43,Cross River,F,4,1,67.5618,0.8626,0,0,7,1,1,1,1,0,0.7643,0,6,0
45646997859,35,Cross River,M,2,4,56.056,0.7556,0,1,13,1,0,1,0,0,0.9008,0,13,0
47958680745,39,Kwara,F,3,3,76.1135,0.6718,0,1,8,1,1,0,1,0,0.999,0,2,0
82852137503,20,Kano,M,3,4,0.8087,0.6143,0,1,10,1,0,1,0,1,0.9968,0,5,0
98240274232,75,Kogi,M,3,3,16.9851,0.8855,0,0,19,1,0,0,1,1,0.9167,0,12,0
92854408680,22,Kaduna,M,5,4,41.0364,0.8195,0,1,11,1,1,1,1,1,0.99,0,15,0
84794042512,53,Niger,M,2,3,75.2714,0.909,0,0,22,1,0,0,0,1,0.8329,0,8,0
27657526818,54,Bayelsa,F,4,5,67.3151,0.5541,0,2,21,1,0,1,1,1,0.7547,0,3,0
48936025339,42,Sokoto,F,4,1,65.6303,0.8719,0,2,7,1,1,0,1,1,0.7932,0,1,0
